Date,IntexAnnual,IntexMonthly,BloombergAnnual,BloombergMonthly,Prepay,Partial Prepay Vector,Draw,LTV,Percent Delinquent,Period,Fixed swap Rate
3/20/2043,0.02730865,0.02129147,0.0280717,0.0213234,0.415,0,0,,,,
4/20/2043,0.02729147,0.02129147,0.0280714,0.0213059,0.4155,0,0,,,,
5/20/2043,0.02727502,0.02129147,0.0280711,0.021289,0.416,0,0,,,,
6/20/2043,0.02725932,0.02127035,0.0280708,0.0212716,0.4165,0,0,,,,
7/20/2043,0.0272444,0.02127035,0.0280706,0.0212548,0.417,0,0,,,,
8/20/2043,0.02723028,0.02127035,0.0280703,0.0212375,0.4175,0,0,,,,
9/20/2043,0.02721699,0.02124552,0.02807,0.0212202,0.418,0,0,,,,
10/20/2043,0.02720457,0.02124552,0.0280698,0.0212036,0.4185,0,0,,,,
11/20/2043,0.02719304,0.02124552,0.0280696,0.0211863,0.419,0,0,,,,
12/20/2043,0.02718244,0.02124406,0.0280694,0.0211697,0.4195,0,0,,,,
1/20/2044,0.02717278,0.02124406,0.0280691,0.0211526,0.42,0,0,,,,
2/20/2044,0.02716411,0.02124406,0.0280689,0.0211355,0.4205,0,0,,,,
3/20/2044,0.02715645,0.02121299,0.0280688,0.0211195,0.421,0,0,,,,
4/20/2044,0.02714983,0.02121299,0.0280686,0.0211025,0.4215,0,0,,,,
5/20/2044,0.02714428,0.02121299,0.0280684,0.021086,0.422,0,0,,,,
6/20/2044,0.02713983,0.02120232,0.0280682,0.0210691,0.4225,0,0,,,,
7/20/2044,0.02713648,0.02120232,0.0280681,0.0210527,0.423,0,0,,,,
8/20/2044,0.02713417,0.02120232,0.0280679,0.0210358,0.4235,0,0,,,,
9/20/2044,0.02713281,0.02119716,0.0280678,0.021019,0.424,0,0,,,,
10/20/2044,0.02713228,0.02119716,0.0280677,0.0210027,0.4245,0,0,,,,
11/20/2044,0.02713251,0.02119716,0.0280676,0.0209859,0.425,0,0,,,,
12/20/2044,0.0271334,0.02121418,0.0280675,0.0209697,0.4255,0,0,,,,
1/20/2045,0.02713485,0.02121418,0.0280674,0.020953,0.426,0,0,,,,
2/20/2045,0.02713678,0.02121418,0.0280673,0.0209363,0.4265,0,0,,,,
3/20/2045,0.02713908,0.02118903,0.0280672,0.0209213,0.427,0,0,,,,
4/20/2045,0.02714166,0.02118903,0.0280671,0.0209047,0.4275,0,0,,,,
5/20/2045,0.02714443,0.02118903,0.0280671,0.0208887,0.428,0,0,,,,
6/20/2045,0.02714729,0.02119554,0.028067,0.0208722,0.4285,0,0,,,,
7/20/2045,0,0.02119554,0.028067,0.0208562,0.429,0,0,,,,
8/20/2045,0,0.02119554,0.0280669,0.0208397,0.4295,0,0,,,,
9/20/2045,0,0.02121037,0.0280669,0.0208233,0.43,0,0,,,,
10/20/2045,0,0.02121037,0.0280669,0.0208075,0.43,0,0,,,,
11/20/2045,0,0.02121037,0.0280669,0.0207911,0.43,0,0,,,,
12/20/2045,0,0.02125816,0.0280669,0.0207753,0.43,0,0,,,,
1/20/2046,0,0.02125816,0.0280669,0.020759,0.43,0,0,,,,
2/20/2046,0,0.02125816,0.0280669,0.0207428,0.43,0,0,,,,
3/20/2046,0,0.02122235,0.0280669,0.0207282,0.43,0,0,,,,
4/20/2046,0,0.02122235,0.0280669,0.020712,0.43,0,0,,,,
5/20/2046,0,0.02122235,0.0280669,0.02125322,0.43,0,0,,,,
6/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2046,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2047,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2048,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2049,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2050,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2051,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2052,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2053,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2054,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
8/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
9/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
10/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
11/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
12/20/2055,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
1/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
2/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
3/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
4/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
5/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
6/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
7/20/2056,0,0.02122235,0.0280669,0.0215072,0.43,0,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
,,,,,0.43,,0,,,,
